date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2015-06-13,14.8,4.09,450,"1985-06-06 2014-06-20",85.82,10.1,450,"1985-06-06 2014-06-20",24.18,4.53,450,"1985-06-06 2014-06-20",25.28,7.98,450,"1985-06-06 2014-06-20",8.76,4.52,450,"1985-06-06 2014-06-20",49.38,14.25,450,"1985-06-06 2014-06-20",13.14,3.65,450,"1985-06-06 2014-06-20",3.29,3.77,450,"1985-06-06 2014-06-20",2.24,5.41,449,"1985-06-06 2014-06-20",2.24,5.41,449,"1985-06-06 2014-06-20",0,0,449,"1985-06-06 2014-06-20",0,0,427,"1985-06-06 2013-06-13",,,,
2015-06-12,14.64,4.12,450,"1985-06-05 2014-06-19",86.03,10.04,450,"1985-06-05 2014-06-19",23.98,4.54,450,"1985-06-05 2014-06-19",25.36,8.08,450,"1985-06-05 2014-06-19",8.57,4.55,450,"1985-06-05 2014-06-19",49.38,14.17,450,"1985-06-05 2014-06-19",12.89,3.66,450,"1985-06-05 2014-06-19",3.27,3.75,450,"1985-06-05 2014-06-19",2.24,5.36,449,"1985-06-05 2014-06-19",2.24,5.36,449,"1985-06-05 2014-06-19",0,0,449,"1985-06-05 2014-06-19",0,0,428,"1985-06-05 2013-06-13",,,,
2015-06-11,14.29,4.19,450,"1985-06-04 2014-06-18",86.11,9.84,450,"1985-06-04 2014-06-18",23.68,4.48,450,"1985-06-04 2014-06-18",25.22,7.96,450,"1985-06-04 2014-06-18",8.28,4.61,450,"1985-06-04 2014-06-18",49.02,14.24,450,"1985-06-04 2014-06-18",12.61,3.73,450,"1985-06-04 2014-06-18",3.29,3.79,450,"1985-06-04 2014-06-18",2.22,5.35,449,"1985-06-04 2014-06-18",2.22,5.35,449,"1985-06-04 2014-06-18",0,0,449,"1985-06-04 2014-06-18",0,0,429,"1985-06-04 2013-06-13",,,,
2015-06-10,14.05,4.3,450,"1985-06-03 2014-06-17",86.06,9.9,450,"1985-06-03 2014-06-17",23.41,4.46,450,"1985-06-03 2014-06-17",25.35,7.96,450,"1985-06-03 2014-06-17",8.03,4.69,450,"1985-06-03 2014-06-17",48.85,14.36,450,"1985-06-03 2014-06-17",12.35,3.74,450,"1985-06-03 2014-06-17",3.33,3.82,450,"1985-06-03 2014-06-17",2.28,5.39,449,"1985-06-03 2014-06-17",2.28,5.39,449,"1985-06-03 2014-06-17",0,0,449,"1985-06-03 2014-06-17",0,0,430,"1985-06-03 2013-06-13",,,,
2015-06-09,13.91,4.37,450,"1985-06-02 2014-06-16",86,9.91,450,"1985-06-02 2014-06-16",23.27,4.46,450,"1985-06-02 2014-06-16",25.52,8.13,450,"1985-06-02 2014-06-16",7.79,4.7,450,"1985-06-02 2014-06-16",48.68,14.48,450,"1985-06-02 2014-06-16",12.15,3.74,450,"1985-06-02 2014-06-16",3.4,3.87,450,"1985-06-02 2014-06-16",2.37,5.56,449,"1985-06-02 2014-06-16",2.37,5.56,449,"1985-06-02 2014-06-16",0,0,449,"1985-06-02 2014-06-16",0,0,431,"1985-06-02 2013-06-13",,,,
2015-06-08,13.82,4.41,450,"1985-06-01 2014-06-15",85.96,9.9,450,"1985-06-01 2014-06-15",23.12,4.47,450,"1985-06-01 2014-06-15",25.87,8.28,450,"1985-06-01 2014-06-15",7.68,4.81,450,"1985-06-01 2014-06-15",48.56,14.36,450,"1985-06-01 2014-06-15",12.04,3.77,450,"1985-06-01 2014-06-15",3.54,3.99,450,"1985-06-01 2014-06-15",2.42,5.8,449,"1985-06-01 2014-06-15",2.42,5.8,449,"1985-06-01 2014-06-15",0,0,449,"1985-06-01 2014-06-15",0,0,432,"1985-06-01 2013-06-13",,,,
2015-06-07,13.83,4.52,450,"1985-05-31 2014-06-14",86.06,9.97,450,"1985-05-31 2014-06-14",23.04,4.5,450,"1985-05-31 2014-06-14",26.19,8.6,450,"1985-05-31 2014-06-14",7.64,4.94,450,"1985-05-31 2014-06-14",48.65,14.33,450,"1985-05-31 2014-06-14",11.98,3.87,450,"1985-05-31 2014-06-14",3.58,4.04,450,"1985-05-31 2014-06-14",2.54,5.82,449,"1985-05-31 2014-06-14",2.54,5.82,449,"1985-05-31 2014-06-14",0,0,449,"1985-05-31 2014-06-14",0,0,433,"1985-05-31 2013-06-13",,,,
2015-06-06,13.66,4.61,450,"1985-05-30 2014-06-13",85.72,10.03,450,"1985-05-30 2014-06-13",23.01,4.59,450,"1985-05-30 2014-06-13",26.13,8.53,450,"1985-05-30 2014-06-13",7.49,5.03,450,"1985-05-30 2014-06-13",48.32,14.26,450,"1985-05-30 2014-06-13",11.87,3.95,450,"1985-05-30 2014-06-13",3.48,4.05,450,"1985-05-30 2014-06-13",2.52,5.8,449,"1985-05-30 2014-06-13",2.52,5.8,449,"1985-05-30 2014-06-13",0,0,449,"1985-05-30 2014-06-13",0,0,434,"1985-05-30 2013-06-13",,,,
2015-06-05,13.5,4.72,450,"1985-05-29 2014-06-12",85.58,9.81,450,"1985-05-29 2014-06-12",22.94,4.63,450,"1985-05-29 2014-06-12",26.35,8.76,450,"1985-05-29 2014-06-12",7.32,5.12,450,"1985-05-29 2014-06-12",47.9,14.18,450,"1985-05-29 2014-06-12",11.7,4,450,"1985-05-29 2014-06-12",3.43,4.03,450,"1985-05-29 2014-06-12",2.31,5.11,449,"1985-05-29 2014-06-12",2.31,5.11,449,"1985-05-29 2014-06-12",0,0,449,"1985-05-29 2014-06-12",0,0,434,"1985-05-29 2013-06-12",,,,
2015-06-04,13.33,4.75,450,"1985-05-28 2014-06-11",85.32,9.8,450,"1985-05-28 2014-06-11",22.82,4.68,450,"1985-05-28 2014-06-11",26.2,8.79,450,"1985-05-28 2014-06-11",7.13,5.11,450,"1985-05-28 2014-06-11",47.64,14.14,450,"1985-05-28 2014-06-11",11.51,4.02,450,"1985-05-28 2014-06-11",3.38,4.04,450,"1985-05-28 2014-06-11",2.35,5.44,449,"1985-05-28 2014-06-11",2.35,5.44,449,"1985-05-28 2014-06-11",0,0,449,"1985-05-28 2014-06-11",0,0,434,"1985-05-28 2013-06-11",,,,
2015-06-03,13.09,4.83,450,"1985-05-27 2014-06-10",85.15,9.87,450,"1985-05-27 2014-06-10",22.62,4.72,450,"1985-05-27 2014-06-10",26.26,8.81,450,"1985-05-27 2014-06-10",6.87,5.14,450,"1985-05-27 2014-06-10",47.5,14.45,450,"1985-05-27 2014-06-10",11.24,4.05,450,"1985-05-27 2014-06-10",3.36,4.07,450,"1985-05-27 2014-06-10",2.28,5.37,449,"1985-05-27 2014-06-10",2.28,5.37,449,"1985-05-27 2014-06-10",0,0,449,"1985-05-27 2014-06-10",0,0,434,"1985-05-27 2013-06-10",,,,
2015-06-02,12.94,4.87,450,"1985-05-26 2014-06-09",85.1,10.03,450,"1985-05-26 2014-06-09",22.44,4.78,450,"1985-05-26 2014-06-09",26.31,8.76,450,"1985-05-26 2014-06-09",6.67,5.16,450,"1985-05-26 2014-06-09",47.54,14.78,450,"1985-05-26 2014-06-09",11.06,4.07,450,"1985-05-26 2014-06-09",3.3,4.03,450,"1985-05-26 2014-06-09",2.38,5.55,449,"1985-05-26 2014-06-09",2.38,5.55,449,"1985-05-26 2014-06-09",0,0,449,"1985-05-26 2014-06-09",0,0,434,"1985-05-26 2013-06-09",,,,
2015-06-01,12.69,4.88,450,"1985-05-25 2014-06-08",84.96,10.12,450,"1985-05-25 2014-06-08",22.15,4.89,450,"1985-05-25 2014-06-08",26.24,8.57,450,"1985-05-25 2014-06-08",6.44,5.18,450,"1985-05-25 2014-06-08",47.62,14.71,450,"1985-05-25 2014-06-08",10.89,4.1,450,"1985-05-25 2014-06-08",3.32,4.1,450,"1985-05-25 2014-06-08",2.31,5.31,449,"1985-05-25 2014-06-08",2.31,5.31,449,"1985-05-25 2014-06-08",0,0,449,"1985-05-25 2014-06-08",0,0,434,"1985-05-25 2013-06-08",,,,
2015-05-31,12.49,4.86,450,"1985-05-24 2014-06-07",85.04,10.04,450,"1985-05-24 2014-06-07",21.92,4.84,450,"1985-05-24 2014-06-07",26.18,8.64,450,"1985-05-24 2014-06-07",6.2,5.17,450,"1985-05-24 2014-06-07",47.51,14.82,450,"1985-05-24 2014-06-07",10.64,4.06,450,"1985-05-24 2014-06-07",3.35,4.15,450,"1985-05-24 2014-06-07",2.25,5.24,449,"1985-05-24 2014-06-07",2.25,5.24,449,"1985-05-24 2014-06-07",0,0,449,"1985-05-24 2014-06-07",0,0,434,"1985-05-24 2013-06-07",,,,
2015-05-30,12.32,4.84,450,"1985-05-23 2014-06-06",85.02,10.11,450,"1985-05-23 2014-06-06",21.72,4.79,450,"1985-05-23 2014-06-06",26.14,8.53,450,"1985-05-23 2014-06-06",6.03,5.1,450,"1985-05-23 2014-06-06",47.54,14.68,450,"1985-05-23 2014-06-06",10.4,4.04,450,"1985-05-23 2014-06-06",3.36,4.15,450,"1985-05-23 2014-06-06",2.27,5.27,449,"1985-05-23 2014-06-06",2.27,5.27,449,"1985-05-23 2014-06-06",0,0,449,"1985-05-23 2014-06-06",0,0,434,"1985-05-23 2013-06-06",,,,
2015-05-29,12.14,4.91,450,"1985-05-22 2014-06-05",85,10.18,450,"1985-05-22 2014-06-05",21.51,4.81,450,"1985-05-22 2014-06-05",25.99,8.52,450,"1985-05-22 2014-06-05",5.93,5.16,450,"1985-05-22 2014-06-05",47.76,14.8,450,"1985-05-22 2014-06-05",10.26,4.09,450,"1985-05-22 2014-06-05",3.36,4.15,450,"1985-05-22 2014-06-05",2.3,5.39,450,"1985-05-22 2014-06-05",2.3,5.39,450,"1985-05-22 2014-06-05",0,0,450,"1985-05-22 2014-06-05",0,0,435,"1985-05-22 2013-06-05",,,,
2015-05-28,12.03,4.96,450,"1985-05-21 2014-06-04",85.09,10.11,450,"1985-05-21 2014-06-04",21.41,4.88,450,"1985-05-21 2014-06-04",26.15,8.66,450,"1985-05-21 2014-06-04",5.83,5.21,450,"1985-05-21 2014-06-04",47.72,14.73,450,"1985-05-21 2014-06-04",10.17,4.16,450,"1985-05-21 2014-06-04",3.43,4.25,450,"1985-05-21 2014-06-04",2.31,5.5,450,"1985-05-21 2014-06-04",2.31,5.5,450,"1985-05-21 2014-06-04",0,0,450,"1985-05-21 2014-06-04",0,0,435,"1985-05-21 2013-06-04",,,,
2015-05-27,12.03,5.06,450,"1985-05-20 2014-06-03",85.04,10.37,450,"1985-05-20 2014-06-03",21.36,5.05,450,"1985-05-20 2014-06-03",26.38,8.74,450,"1985-05-20 2014-06-03",5.79,5.24,450,"1985-05-20 2014-06-03",48,14.87,450,"1985-05-20 2014-06-03",10.11,4.19,450,"1985-05-20 2014-06-03",3.41,4.23,450,"1985-05-20 2014-06-03",2.43,5.69,450,"1985-05-20 2014-06-03",2.43,5.69,450,"1985-05-20 2014-06-03",0,0,450,"1985-05-20 2014-06-03",0,0,435,"1985-05-20 2013-06-03",,,,
2015-05-26,11.88,5.06,450,"1985-05-19 2014-06-02",84.78,10.53,450,"1985-05-19 2014-06-02",21.27,5.16,450,"1985-05-19 2014-06-02",26.39,8.85,450,"1985-05-19 2014-06-02",5.53,5.29,450,"1985-05-19 2014-06-02",47.92,14.86,450,"1985-05-19 2014-06-02",9.94,4.25,450,"1985-05-19 2014-06-02",3.34,4.26,450,"1985-05-19 2014-06-02",2.4,5.72,450,"1985-05-19 2014-06-02",2.4,5.72,450,"1985-05-19 2014-06-02",0,0,450,"1985-05-19 2014-06-02",0,0,435,"1985-05-19 2013-06-02",,,,
2015-05-25,11.61,5.11,450,"1985-05-18 2014-06-01",84.68,10.58,450,"1985-05-18 2014-06-01",20.99,5.27,450,"1985-05-18 2014-06-01",26.32,8.75,450,"1985-05-18 2014-06-01",5.24,5.35,450,"1985-05-18 2014-06-01",47.73,14.92,450,"1985-05-18 2014-06-01",9.68,4.3,450,"1985-05-18 2014-06-01",3.3,4.29,450,"1985-05-18 2014-06-01",2.42,5.72,450,"1985-05-18 2014-06-01",2.42,5.72,450,"1985-05-18 2014-06-01",0,0,450,"1985-05-18 2014-06-01",0,0,435,"1985-05-18 2013-06-01",,,,
2015-05-24,11.35,5.11,450,"1985-05-17 2014-05-31",84.79,10.6,450,"1985-05-17 2014-05-31",20.72,5.34,450,"1985-05-17 2014-05-31",26.24,8.68,450,"1985-05-17 2014-05-31",4.95,5.29,450,"1985-05-17 2014-05-31",47.71,14.96,450,"1985-05-17 2014-05-31",9.38,4.29,450,"1985-05-17 2014-05-31",3.22,4.24,450,"1985-05-17 2014-05-31",2.34,5.47,450,"1985-05-17 2014-05-31",2.34,5.47,450,"1985-05-17 2014-05-31",0,0,450,"1985-05-17 2014-05-31",0,0,435,"1985-05-17 2013-05-31",,,,
2015-05-23,11.06,4.92,450,"1985-05-16 2014-05-30",84.76,10.61,450,"1985-05-16 2014-05-30",20.34,5.29,450,"1985-05-16 2014-05-30",26.2,8.48,450,"1985-05-16 2014-05-30",4.66,5.13,450,"1985-05-16 2014-05-30",47.94,15.09,450,"1985-05-16 2014-05-30",9.08,4.13,450,"1985-05-16 2014-05-30",3.26,4.28,450,"1985-05-16 2014-05-30",2.36,5.57,450,"1985-05-16 2014-05-30",2.36,5.57,450,"1985-05-16 2014-05-30",0,0,450,"1985-05-16 2014-05-30",0,0,435,"1985-05-16 2013-05-30",,,,
2015-05-22,10.91,4.81,450,"1985-05-15 2014-05-29",85.09,10.63,450,"1985-05-15 2014-05-29",19.97,5.13,450,"1985-05-15 2014-05-29",26.32,8.79,450,"1985-05-15 2014-05-29",4.38,4.98,450,"1985-05-15 2014-05-29",48.26,15.25,450,"1985-05-15 2014-05-29",8.77,3.96,450,"1985-05-15 2014-05-29",3.33,4.34,450,"1985-05-15 2014-05-29",2.59,5.92,450,"1985-05-15 2014-05-29",2.59,5.92,450,"1985-05-15 2014-05-29",0,0,450,"1985-05-15 2014-05-29",0,0,435,"1985-05-15 2013-05-29",,,,
2015-05-21,10.69,4.8,450,"1985-05-14 2014-05-28",85.14,10.69,450,"1985-05-14 2014-05-28",19.67,5.04,450,"1985-05-14 2014-05-28",26.4,9.03,450,"1985-05-14 2014-05-28",4.12,4.91,450,"1985-05-14 2014-05-28",48.46,15.41,450,"1985-05-14 2014-05-28",8.51,3.86,450,"1985-05-14 2014-05-28",3.34,4.47,450,"1985-05-14 2014-05-28",2.64,5.98,450,"1985-05-14 2014-05-28",2.64,5.98,450,"1985-05-14 2014-05-28",0,0,450,"1985-05-14 2014-05-28",0,0,435,"1985-05-14 2013-05-28",,,,
2015-05-20,10.42,4.93,450,"1985-05-13 2014-05-27",84.97,10.79,450,"1985-05-13 2014-05-27",19.38,5.01,450,"1985-05-13 2014-05-27",26.63,9.14,450,"1985-05-13 2014-05-27",3.82,4.97,450,"1985-05-13 2014-05-27",48.32,15.21,450,"1985-05-13 2014-05-27",8.24,3.86,450,"1985-05-13 2014-05-27",3.39,4.47,450,"1985-05-13 2014-05-27",2.54,5.63,450,"1985-05-13 2014-05-27",2.54,5.63,450,"1985-05-13 2014-05-27",0,0,450,"1985-05-13 2014-05-27",0,0,435,"1985-05-13 2013-05-27",,,,
2015-05-19,10.23,4.9,450,"1985-05-12 2014-05-26",84.83,10.89,450,"1985-05-12 2014-05-26",19.11,5.09,450,"1985-05-12 2014-05-26",26.91,9.22,450,"1985-05-12 2014-05-26",3.57,4.99,450,"1985-05-12 2014-05-26",48.32,15.04,450,"1985-05-12 2014-05-26",8.1,3.85,450,"1985-05-12 2014-05-26",3.54,4.71,450,"1985-05-12 2014-05-26",2.61,6.18,450,"1985-05-12 2014-05-26",2.61,6.18,450,"1985-05-12 2014-05-26",0,0.02,450,"1985-05-12 2014-05-26",0,0,435,"1985-05-12 2013-05-26",,,,
2015-05-18,10.13,4.92,450,"1985-05-11 2014-05-25",84.89,10.8,450,"1985-05-11 2014-05-25",19,5.12,450,"1985-05-11 2014-05-25",27.31,9.38,450,"1985-05-11 2014-05-25",3.39,5.01,450,"1985-05-11 2014-05-25",48.02,14.81,450,"1985-05-11 2014-05-25",7.98,3.83,450,"1985-05-11 2014-05-25",3.6,4.66,450,"1985-05-11 2014-05-25",2.65,6.18,450,"1985-05-11 2014-05-25",2.65,6.18,450,"1985-05-11 2014-05-25",0,0.02,450,"1985-05-11 2014-05-25",0,0,435,"1985-05-11 2013-05-25",,,,
2015-05-17,10.06,4.91,450,"1985-05-10 2014-05-24",84.63,11.11,450,"1985-05-10 2014-05-24",19,5.04,450,"1985-05-10 2014-05-24",27.56,9.66,450,"1985-05-10 2014-05-24",3.25,4.98,450,"1985-05-10 2014-05-24",47.65,14.87,450,"1985-05-10 2014-05-24",7.89,3.77,450,"1985-05-10 2014-05-24",3.71,4.73,450,"1985-05-10 2014-05-24",2.73,6.27,450,"1985-05-10 2014-05-24",2.73,6.27,450,"1985-05-10 2014-05-24",0,0.02,450,"1985-05-10 2014-05-24",0,0,435,"1985-05-10 2013-05-24",,,,
2015-05-16,9.95,4.9,450,"1985-05-09 2014-05-23",84.56,11.18,450,"1985-05-09 2014-05-23",18.92,5.02,450,"1985-05-09 2014-05-23",27.65,9.77,450,"1985-05-09 2014-05-23",3.1,4.97,450,"1985-05-09 2014-05-23",47.55,14.86,450,"1985-05-09 2014-05-23",7.81,3.78,450,"1985-05-09 2014-05-23",3.55,4.62,450,"1985-05-09 2014-05-23",2.82,6.32,450,"1985-05-09 2014-05-23",2.82,6.32,450,"1985-05-09 2014-05-23",0,0.02,450,"1985-05-09 2014-05-23",0,0,435,"1985-05-09 2013-05-23",,,,
2015-05-15,9.71,4.94,450,"1985-05-08 2014-05-22",84.53,11.16,450,"1985-05-08 2014-05-22",18.75,5.06,450,"1985-05-08 2014-05-22",27.8,9.88,450,"1985-05-08 2014-05-22",2.81,5.02,450,"1985-05-08 2014-05-22",46.91,14.73,450,"1985-05-08 2014-05-22",7.63,3.88,450,"1985-05-08 2014-05-22",3.56,4.6,450,"1985-05-08 2014-05-22",2.71,6.18,450,"1985-05-08 2014-05-22",2.71,6.18,450,"1985-05-08 2014-05-22",0,0.02,450,"1985-05-08 2014-05-22",0,0,435,"1985-05-08 2013-05-22",,,,
2015-05-14,9.48,4.98,450,"1985-05-07 2014-05-21",84.25,11.26,450,"1985-05-07 2014-05-21",18.55,5.07,450,"1985-05-07 2014-05-21",28.12,9.9,450,"1985-05-07 2014-05-21",2.47,5.05,450,"1985-05-07 2014-05-21",46.4,14.81,450,"1985-05-07 2014-05-21",7.43,3.89,450,"1985-05-07 2014-05-21",3.64,4.76,450,"1985-05-07 2014-05-21",2.67,6.12,450,"1985-05-07 2014-05-21",2.67,6.12,450,"1985-05-07 2014-05-21",0,0.03,450,"1985-05-07 2014-05-21",0,0,435,"1985-05-07 2013-05-21",,,,
2015-05-13,9.3,5.04,450,"1985-05-06 2014-05-20",83.84,11.58,450,"1985-05-06 2014-05-20",18.44,5.07,450,"1985-05-06 2014-05-20",28.35,9.76,450,"1985-05-06 2014-05-20",2.18,5.1,450,"1985-05-06 2014-05-20",45.86,14.88,450,"1985-05-06 2014-05-20",7.29,3.86,450,"1985-05-06 2014-05-20",3.54,4.67,450,"1985-05-06 2014-05-20",2.62,6.03,450,"1985-05-06 2014-05-20",2.62,6.03,450,"1985-05-06 2014-05-20",0,0.03,450,"1985-05-06 2014-05-20",0,0,435,"1985-05-06 2013-05-20",,,,
2015-05-12,9.11,4.98,450,"1985-05-05 2014-05-19",83.47,11.64,450,"1985-05-05 2014-05-19",18.34,4.95,450,"1985-05-05 2014-05-19",28.47,9.73,450,"1985-05-05 2014-05-19",1.92,5.1,450,"1985-05-05 2014-05-19",45.29,14.7,450,"1985-05-05 2014-05-19",7.16,3.85,450,"1985-05-05 2014-05-19",3.49,4.61,450,"1985-05-05 2014-05-19",2.55,5.87,449,"1985-05-05 2014-05-19",2.55,5.87,449,"1985-05-05 2014-05-19",0,0.03,449,"1985-05-05 2014-05-19",0,0,434,"1985-05-05 2013-05-19",,,,
2015-05-11,8.88,5.06,450,"1985-05-04 2014-05-18",83.27,11.65,450,"1985-05-04 2014-05-18",18.19,4.88,450,"1985-05-04 2014-05-18",28.41,9.76,450,"1985-05-04 2014-05-18",1.67,5.13,450,"1985-05-04 2014-05-18",44.73,14.69,450,"1985-05-04 2014-05-18",6.96,3.92,450,"1985-05-04 2014-05-18",3.5,4.63,450,"1985-05-04 2014-05-18",2.46,5.8,449,"1985-05-04 2014-05-18",2.46,5.8,449,"1985-05-04 2014-05-18",0,0.03,449,"1985-05-04 2014-05-18",0,0,434,"1985-05-04 2013-05-18",,,,
2015-05-10,8.61,5.12,450,"1985-05-03 2014-05-17",83.11,11.66,450,"1985-05-03 2014-05-17",18.03,4.94,450,"1985-05-03 2014-05-17",28.4,9.82,450,"1985-05-03 2014-05-17",1.44,5.29,450,"1985-05-03 2014-05-17",44.4,15.01,450,"1985-05-03 2014-05-17",6.81,3.97,450,"1985-05-03 2014-05-17",3.52,4.62,450,"1985-05-03 2014-05-17",2.39,5.7,448,"1985-05-03 2014-05-17",2.39,5.7,448,"1985-05-03 2014-05-17",0,0.03,448,"1985-05-03 2014-05-17",0,0,433,"1985-05-03 2013-05-17",,,,
2015-05-09,8.37,5.12,450,"1985-05-02 2014-05-16",82.92,11.76,450,"1985-05-02 2014-05-16",17.82,4.96,450,"1985-05-02 2014-05-16",28.45,9.67,450,"1985-05-02 2014-05-16",1.24,5.33,450,"1985-05-02 2014-05-16",44.32,15.26,450,"1985-05-02 2014-05-16",6.65,4.01,450,"1985-05-02 2014-05-16",3.66,4.7,450,"1985-05-02 2014-05-16",2.52,6.05,448,"1985-05-02 2014-05-16",2.51,6.05,448,"1985-05-02 2014-05-16",0,0.03,448,"1985-05-02 2014-05-16",0,0,433,"1985-05-02 2013-05-16",,,,
2015-05-08,8.2,5.13,450,"1985-05-01 2014-05-15",82.79,12.02,450,"1985-05-01 2014-05-15",17.71,4.97,450,"1985-05-01 2014-05-15",28.51,9.82,450,"1985-05-01 2014-05-15",0.96,5.26,450,"1985-05-01 2014-05-15",43.89,15.01,450,"1985-05-01 2014-05-15",6.49,4.04,450,"1985-05-01 2014-05-15",3.61,4.66,450,"1985-05-01 2014-05-15",2.4,5.85,448,"1985-05-01 2014-05-15",2.39,5.85,448,"1985-05-01 2014-05-15",0,0.03,448,"1985-05-01 2014-05-15",0,0,433,"1985-05-01 2013-05-15",,,,
2015-05-07,7.9,5.14,450,"1985-04-30 2014-05-14",82.48,12.46,450,"1985-04-30 2014-05-14",17.51,5.02,450,"1985-04-30 2014-05-14",28.56,9.75,450,"1985-04-30 2014-05-14",0.74,5.3,450,"1985-04-30 2014-05-14",43.6,15.15,450,"1985-04-30 2014-05-14",6.35,4.07,450,"1985-04-30 2014-05-14",3.52,4.62,450,"1985-04-30 2014-05-14",2.27,5.56,447,"1985-04-30 2014-05-14",2.27,5.56,447,"1985-04-30 2014-05-14",0,0.03,447,"1985-04-30 2014-05-14",0,0,432,"1985-04-30 2013-05-14",,,,
2015-05-06,7.57,5.15,450,"1985-04-29 2014-05-13",82.17,12.61,450,"1985-04-29 2014-05-13",17.3,5.03,450,"1985-04-29 2014-05-13",28.62,9.57,450,"1985-04-29 2014-05-13",0.44,5.29,450,"1985-04-29 2014-05-13",43.18,15.11,450,"1985-04-29 2014-05-13",6.12,4.09,450,"1985-04-29 2014-05-13",3.61,4.49,450,"1985-04-29 2014-05-13",2.22,5.55,447,"1985-04-29 2014-05-13",2.21,5.55,447,"1985-04-29 2014-05-13",0,0.03,447,"1985-04-29 2014-05-13",0,0,432,"1985-04-29 2013-05-13",,,,
2015-05-05,7.28,5.14,450,"1985-04-28 2014-05-12",82.08,12.67,450,"1985-04-28 2014-05-12",17.04,5.12,450,"1985-04-28 2014-05-12",28.9,9.84,450,"1985-04-28 2014-05-12",0.18,5.31,450,"1985-04-28 2014-05-12",43.16,15.29,450,"1985-04-28 2014-05-12",5.91,4.14,450,"1985-04-28 2014-05-12",3.65,4.56,450,"1985-04-28 2014-05-12",2.31,5.65,447,"1985-04-28 2014-05-12",2.31,5.65,447,"1985-04-28 2014-05-12",0,0.04,447,"1985-04-28 2014-05-12",0,0,432,"1985-04-28 2013-05-12",,,,
2015-05-04,7.03,5.22,450,"1985-04-27 2014-05-11",81.86,12.69,450,"1985-04-27 2014-05-11",16.89,5.17,450,"1985-04-27 2014-05-11",28.93,9.92,450,"1985-04-27 2014-05-11",-0.12,5.38,450,"1985-04-27 2014-05-11",42.77,15.1,450,"1985-04-27 2014-05-11",5.65,4.2,450,"1985-04-27 2014-05-11",3.63,4.41,450,"1985-04-27 2014-05-11",2.17,4.95,447,"1985-04-27 2014-05-11",2.16,4.95,447,"1985-04-27 2014-05-11",0,0.04,447,"1985-04-27 2014-05-11",0,0,432,"1985-04-27 2013-05-11",,,,
2015-05-03,6.74,5.21,450,"1985-04-26 2014-05-10",81.49,12.94,450,"1985-04-26 2014-05-10",16.65,5.12,450,"1985-04-26 2014-05-10",28.9,9.99,450,"1985-04-26 2014-05-10",-0.36,5.39,450,"1985-04-26 2014-05-10",42.74,15.3,450,"1985-04-26 2014-05-10",5.4,4.19,450,"1985-04-26 2014-05-10",3.67,4.46,450,"1985-04-26 2014-05-10",2.06,4.73,447,"1985-04-26 2014-05-10",2.05,4.73,447,"1985-04-26 2014-05-10",0,0.04,447,"1985-04-26 2014-05-10",0,0,432,"1985-04-26 2013-05-10",,,,
2015-05-02,6.44,5.21,450,"1985-04-25 2014-05-09",81.55,12.89,450,"1985-04-25 2014-05-09",16.33,5.12,450,"1985-04-25 2014-05-09",28.87,9.98,450,"1985-04-25 2014-05-09",-0.73,5.34,450,"1985-04-25 2014-05-09",42.53,15.26,450,"1985-04-25 2014-05-09",5.12,4.17,450,"1985-04-25 2014-05-09",3.54,4.29,450,"1985-04-25 2014-05-09",2.05,4.65,447,"1985-04-25 2014-05-09",2.05,4.65,447,"1985-04-25 2014-05-09",0,0.04,447,"1985-04-25 2014-05-09",0,0,432,"1985-04-25 2013-05-09",,,,
2015-05-01,6.06,5.21,450,"1985-04-24 2014-05-08",81.17,12.97,450,"1985-04-24 2014-05-08",16.01,5.06,450,"1985-04-24 2014-05-08",28.94,9.81,450,"1985-04-24 2014-05-08",-1.11,5.26,450,"1985-04-24 2014-05-08",42.18,15.31,450,"1985-04-24 2014-05-08",4.77,4.13,450,"1985-04-24 2014-05-08",3.67,4.39,450,"1985-04-24 2014-05-08",1.99,4.62,447,"1985-04-24 2014-05-08",1.98,4.62,447,"1985-04-24 2014-05-08",0,0.04,447,"1985-04-24 2014-05-08",0,0,432,"1985-04-24 2013-05-08",,,,
